name,count,total
wt,56,100
wt,48,100
wt,47,100
wt,47,100
wt,40,100
wt,56,100
wt,49,100
wt,54,100
wt,55,100
wt,56,100
wt,52,100
wt,50,100
wt,50,100
wt,52,100
wt,49,100
wt,47,100
wt,47,100
wt,61,100
wt,52,100
wt,37,100
wt,49,100
wt,37,100
wt,49,100
wt,50,100
wt,51,100
wt,58,100
wt,54,100
wt,57,100
wt,54,100
wt,51,100
wt,54,100
wt,45,100
wt,49,100
wt,53,100
wt,52,100
wt,55,100
wt,52,100
wt,49,100
wt,40,100
wt,48,100
wt,51,100
wt,44,100
wt,54,100
wt,54,100
wt,49,100
wt,55,100
wt,51,100
wt,56,100
wt,44,100
wt,46,100
mt,36,100
mt,39,100
mt,32,100
mt,42,100
mt,47,100
mt,41,100
mt,38,100
mt,45,100
mt,36,100
mt,38,100
mt,29,100
mt,37,100
mt,42,100
mt,36,100
mt,38,100
mt,32,100
mt,42,100
mt,35,100
mt,36,100
mt,33,100
mt,35,100
mt,40,100
mt,45,100
mt,45,100
mt,39,100
mt,45,100
mt,45,100
mt,39,100
mt,42,100
mt,42,100
mt,30,100
mt,40,100
mt,38,100
mt,38,100
mt,44,100
mt,42,100
mt,38,100
mt,35,100
mt,34,100
mt,38,100
mt,39,100
mt,41,100
mt,35,100
mt,37,100
mt,35,100
mt,37,100
mt,30,100
mt,41,100
mt,45,100
mt,41,100
