name,count,total
wt,48,100
wt,61,100
wt,55,100
wt,56,100
wt,50,100
wt,50,100
wt,58,100
wt,49,100
wt,58,100
wt,49,100
wt,54,100
wt,51,100
wt,44,100
wt,47,100
wt,44,100
wt,46,100
wt,51,100
wt,49,100
wt,46,100
wt,49,100
wt,50,100
wt,51,100
wt,55,100
wt,50,100
wt,52,100
wt,56,100
wt,56,100
wt,53,100
wt,50,100
wt,57,100
wt,48,100
wt,49,100
wt,48,100
wt,49,100
wt,39,100
wt,47,100
wt,52,100
wt,48,100
wt,53,100
wt,52,100
wt,49,100
wt,49,100
wt,46,100
wt,53,100
wt,50,100
wt,43,100
wt,49,100
wt,42,100
wt,50,100
wt,58,100
mt,95,100
mt,95,100
mt,88,100
mt,95,100
mt,92,100
mt,93,100
mt,98,100
mt,96,100
mt,93,100
mt,96,100
mt,96,100
mt,100,100
mt,93,100
mt,93,100
mt,96,100
mt,91,100
mt,97,100
mt,97,100
mt,94,100
mt,97,100
mt,95,100
mt,92,100
mt,89,100
mt,92,100
mt,94,100
mt,93,100
mt,96,100
mt,95,100
mt,93,100
mt,97,100
mt,94,100
mt,97,100
mt,93,100
mt,97,100
mt,95,100
mt,92,100
mt,97,100
mt,92,100
mt,94,100
mt,92,100
mt,93,100
mt,92,100
mt,95,100
mt,96,100
mt,93,100
mt,98,100
mt,95,100
mt,94,100
mt,95,100
mt,97,100
